,value,exog
2025-03-21,21.722678349918397,1
2025-03-22,22.36978784099146,1
2025-03-23,21.683898334662224,1
2025-03-24,23.988503594741488,1
2025-03-25,22.604924251254197,1
2025-03-26,22.68793886188635,1
2025-03-27,24.414806680717053,1
2025-03-28,23.364828234169305,1
2025-03-29,23.300582030157084,1
2025-03-30,23.44372001816631,1
2025-03-31,23.157002596761274,1
2025-04-01,24.71559495115138,1
2025-04-02,24.817996840315917,1
2025-04-03,25.284480818816913,1
2025-04-04,23.88100925230375,1
2025-04-05,23.23899979076571,1
2025-04-06,26.107027669824348,1
2025-04-07,26.068109228683173,1
2025-04-08,25.79077103015273,1
2025-04-09,24.07933328468073,1
2025-04-10,28.04826749382396,1
2025-04-11,26.444748004625296,1
2025-04-12,24.55526346539808,1
2025-04-13,26.327325389539507,1
2025-04-14,23.808569915888818,1
2025-04-15,27.310186979423097,1
2025-04-16,25.819109784323743,1
2025-04-17,25.87549272965636,1
2025-04-18,27.107432139705562,1
2025-04-19,26.408322806390135,1
2025-04-20,16.17077996008597,0
2025-04-21,17.004002124509277,0
2025-04-22,16.320455589225443,0
2025-04-23,18.07273726090382,0
2025-04-24,15.26372497283908,0
2025-04-25,19.30604861671414,0
2025-04-26,16.232700131267634,0
2025-04-27,15.794682996181631,0
2025-04-28,17.577360307055162,0
2025-04-29,15.74833866579354,0
2025-04-30,15.9991587846655,0
2025-05-01,13.52047628179161,0
2025-05-02,16.286053924779498,0
2025-05-03,14.40243372169927,0
2025-05-04,13.829826874344398,0
2025-05-05,12.87991092452777,0
2025-05-06,12.630417875226884,0
2025-05-07,12.543163892796239,0
2025-05-08,13.134440099700827,0
2025-05-09,13.77006679675877,0
2025-05-10,13.692862238423146,0
2025-05-11,11.99044712964036,0
2025-05-12,12.546974498677509,0
2025-05-13,11.64828699371239,0
2025-05-14,10.51724176940646,0
2025-05-15,11.25730807368946,0
2025-05-16,12.703270829919418,0
2025-05-17,11.255826446621315,0
2025-05-18,11.734263635331885,0
2025-05-19,11.46481824692543,0
2025-05-20,11.429616956175593,0
2025-05-21,12.406005371135098,0
2025-05-22,10.777179786540694,0
2025-05-23,9.327999931444127,0
2025-05-24,9.570711365559898,0
2025-05-25,9.630620503973038,0
2025-05-26,10.630550982759642,0
2025-05-27,8.892163506442898,0
2025-05-28,10.900169706131761,0
2025-05-29,8.815102653172001,0
2025-05-30,11.183461089014779,0
2025-05-31,9.656222539226063,0
2025-06-01,10.340493809587612,0
2025-06-02,11.245300595344595,0
2025-06-03,11.33046020581929,0
2025-06-04,10.181662415459382,0
2025-06-05,11.598588761326106,0
2025-06-06,9.476135528259585,0
2025-06-07,14.730012643542246,0
2025-06-08,11.345959361118235,0
2025-06-09,14.267261163988051,0
2025-06-10,11.696948311615314,0
2025-06-11,14.333549985803746,0
2025-06-12,13.027221018716428,0
2025-06-13,13.557268428811563,0
2025-06-14,13.372775005761069,0
2025-06-15,14.087058992826835,0
2025-06-16,16.004408621682828,0
2025-06-17,14.524343681297022,0
2025-06-18,16.00176724735768,0
2025-06-19,15.08945968956441,0
2025-06-20,15.66628814456359,0
2025-06-21,16.47970453281521,0
2025-06-22,17.342976624105518,0
2025-06-23,17.420919706781053,0
2025-06-24,16.77390136137073,0
2025-06-25,15.525931129083885,0
2025-06-26,15.742403703960614,0
2025-06-27,16.918353783191932,0
2025-06-28,17.905008529044636,0
2025-06-29,17.30288348073251,0
2025-06-30,17.7863822740323,0
2025-07-01,17.812910641792858,0
2025-07-02,19.599426046342302,0
2025-07-03,21.170572098733743,0
2025-07-04,18.294375608944282,0
2025-07-05,19.37960668105851,0
2025-07-06,16.98820514141275,0
2025-07-07,18.303233462442616,0
2025-07-08,18.604903330758248,0
2025-07-09,27.614725901318916,1
2025-07-10,26.282396689568216,1
2025-07-11,26.94638451301838,1
2025-07-12,27.21078192418781,1
2025-07-13,28.81638736016662,1
2025-07-14,28.777920919154106,1
2025-07-15,27.7510212387868,1
2025-07-16,27.219312614541348,1
2025-07-17,27.633309511296794,1
2025-07-18,28.82762625424653,1
2025-07-19,27.192402378705452,1
2025-07-20,27.097898365276844,1
2025-07-21,27.10112409503117,1
2025-07-22,26.24159551629186,1
2025-07-23,24.89642410858145,1
2025-07-24,28.891527782877326,1
2025-07-25,27.70480095943175,1
2025-07-26,27.229064065645005,1
2025-07-27,25.416564917398063,1
2025-07-28,26.8120458461951,1
2025-07-29,23.196320225744962,1
2025-07-30,25.31710196716811,1
2025-07-31,24.233715481928787,1
2025-08-01,23.40731740241117,1
2025-08-02,23.376524349026248,1
2025-08-03,22.606016929792236,1
2025-08-04,22.8786516801243,1
2025-08-05,24.20732991739301,1
2025-08-06,23.452513729931233,1
2025-08-07,23.01064087237787,1
2025-08-08,21.77098364321229,1
2025-08-09,21.178533541748486,1
2025-08-10,20.433599322295038,1
2025-08-11,21.36967353183381,1
2025-08-12,21.050094595439095,1
2025-08-13,20.627145854918435,1
2025-08-14,19.02251215608018,1
2025-08-15,19.68523180258932,1
2025-08-16,20.63231126300692,1
2025-08-17,19.539064946758426,1
2025-08-18,12.875847099235578,0
2025-08-19,12.588831232388221,0
2025-08-20,12.33590479354801,0
2025-08-21,11.8649790263491,0
2025-08-22,12.61934114327088,0
2025-08-23,12.492244889074753,0
2025-08-24,12.458628375566748,0
2025-08-25,11.227900337837085,0
2025-08-26,13.032231667544487,0
2025-08-27,10.871927320974809,0
2025-08-28,9.71285828745174,0
2025-08-29,12.515088649098894,0
2025-08-30,11.91356800877655,0
2025-08-31,13.589858086129034,0
2025-09-01,11.928570376320815,0
2025-09-02,13.9119521021244,0
2025-09-03,12.19346604467484,0
2025-09-04,12.210503922563376,0
2025-09-05,12.147185938885855,0
2025-09-06,14.472596576051885,0
2025-09-07,14.863813863082035,0
2025-09-08,14.032077888868598,0
2025-09-09,13.326165621269801,0
2025-09-10,13.554095571110377,0
2025-09-11,13.408110593122112,0
2025-09-12,12.97635444728408,0
2025-09-13,15.46952401006638,0
2025-09-14,15.526827606195688,0
2025-09-15,16.449867547431868,0
2025-09-16,15.114427054365526,0
2025-09-17,15.670419453342827,0
2025-09-18,17.002966640936016,0
2025-09-19,18.57496402142731,0
2025-09-20,17.122883040303996,0
2025-09-21,16.56745710366512,0
2025-09-22,18.19572908734098,0
2025-09-23,17.939795265322687,0
2025-09-24,20.15265097208012,0
2025-09-25,21.500142534289914,0
2025-09-26,19.049932153849053,0
2025-09-27,18.002583429309055,0
2025-09-28,19.666019023317492,0
2025-09-29,20.111629571088994,0
2025-09-30,19.788689028239705,0
2025-10-01,21.607244099563186,0
2025-10-02,20.511144373967543,0
2025-10-03,20.298699497659975,0
2025-10-04,20.25493411693745,0
2025-10-05,17.183202774933967,0
2025-10-06,19.52038961034584,0
2025-10-07,20.761661343019615,0
2025-10-08,20.40364146708889,0
2025-10-09,20.59538600688407,0
2025-10-10,20.633941804901674,0
2025-10-11,22.485206346802272,0
2025-10-12,21.860920231144647,0
2025-10-13,19.691133472413604,0
2025-10-14,22.149210429363983,0
2025-10-15,21.535274531230982,0
2025-10-16,19.14070873935618,0
2025-10-17,21.429225954093667,0
2025-10-18,20.169245858519737,0
2025-10-19,18.824582405548536,0
2025-10-20,18.511107539713624,0
2025-10-21,19.66360474784813,0
2025-10-22,19.03999436329696,0
2025-10-23,19.13634820041989,0
2025-10-24,19.99975271462327,0
2025-10-25,18.001885340260884,0
2025-10-26,17.760630854311028,0
2025-10-27,18.021896403560646,0
2025-10-28,17.387336491429455,0
2025-10-29,17.509961212498105,0
2025-10-30,17.93890221957688,0
2025-10-31,16.755210517930855,0
2025-11-01,18.355347252424078,0
2025-11-02,17.348090699141423,0
2025-11-03,17.782197635769773,0
2025-11-04,17.471302632443063,0
2025-11-05,16.609445623132814,0
2025-11-06,25.449521286022183,1
2025-11-07,23.91045784012293,1
2025-11-08,23.024210756652316,1
2025-11-09,24.600901724569898,1
2025-11-10,24.33771660817557,1
2025-11-11,22.38754371390571,1
2025-11-12,22.61073253654527,1
2025-11-13,21.43187906786101,1
2025-11-14,21.93362690568616,1
2025-11-15,24.56786280850825,1
2025-11-16,23.34855220180147,1
2025-11-17,21.007840172888873,1
2025-11-18,22.090218245701813,1
2025-11-19,22.236974393325198,1
2025-11-20,21.545994242534814,1
2025-11-21,22.600442043902405,1
2025-11-22,22.62780245393934,1
2025-11-23,21.902196086971372,1
2025-11-24,21.855679206094024,1
2025-11-25,21.617589756824394,1
2025-11-26,20.107249748758868,1
2025-11-27,20.98380659448806,1
2025-11-28,21.72081515205046,1
2025-11-29,21.936978774507043,1
2025-11-30,22.6514275595478,1
2025-12-01,23.290703057661844,1
2025-12-02,21.45491164990024,1
2025-12-03,22.459693843556355,1
2025-12-04,22.42264708225762,1
2025-12-05,23.005340052684236,1
2025-12-06,21.834686136762333,1
2025-12-07,23.736542516890857,1
2025-12-08,22.675742455538995,1
2025-12-09,22.75462067335404,1
2025-12-10,24.462419522303552,1
2025-12-11,24.654287163637427,1
2025-12-12,24.19421727073838,1
2025-12-13,25.31702749631924,1
2025-12-14,25.293251211338063,1
2025-12-15,24.742110237114467,1
2025-12-16,17.048489165786275,0
2025-12-17,18.778065709675552,0
2025-12-18,18.638230275237543,0
2025-12-19,19.32223059354601,0
2025-12-20,18.266945714716037,0
2025-12-21,19.39140908996447,0
2025-12-22,19.51353768318111,0
2025-12-23,20.114674369393768,0
2025-12-24,21.72167167288409,0
2025-12-25,20.762091798066162,0
2025-12-26,20.284297847783602,0
2025-12-27,20.558151985322194,0
2025-12-28,21.455994439948988,0
2025-12-29,21.4746496118407,0
2025-12-30,22.48223126693549,0
2025-12-31,21.07233405404072,0
2026-01-01,20.95731665945013,0
2026-01-02,20.962317652670492,0
2026-01-03,24.181092934274595,0
2026-01-04,22.66866766759049,0
2026-01-05,21.73453194259157,0
2026-01-06,22.698350379010996,0
2026-01-07,24.188836860575787,0
2026-01-08,22.6122316116908,0
2026-01-09,23.926442751477417,0
2026-01-10,22.94457472918945,0
2026-01-11,23.05657894271547,0
2026-01-12,20.97692223209756,0
2026-01-13,22.76728428470789,0
2026-01-14,21.964846783103315,0
2026-01-15,20.564988352839904,0
2026-01-16,22.485391622960357,0
2026-01-17,21.19239263979791,0
2026-01-18,20.50816639327935,0
2026-01-19,23.165309649919372,0
2026-01-20,21.194205665641444,0
2026-01-21,18.879156842826713,0
2026-01-22,19.898177796956546,0
2026-01-23,21.454471731337506,0
2026-01-24,19.69881011959575,0
2026-01-25,20.395395192356023,0
2026-01-26,17.08508148286699,0
2026-01-27,20.4548917571346,0
2026-01-28,20.1089974031049,0
2026-01-29,18.177551221857094,0
2026-01-30,18.0509111538327,0
2026-01-31,19.160369531732822,0
2026-02-01,19.073025377089746,0
2026-02-02,17.271053673484747,0
2026-02-03,16.338985235701923,0
2026-02-04,17.418362715862482,0
2026-02-05,17.542178700929703,0
2026-02-06,16.702667497841748,0
2026-02-07,16.744174960369694,0
2026-02-08,17.523447773062543,0
2026-02-09,15.55037905299739,0
2026-02-10,16.276649975536795,0
2026-02-11,14.54508309800113,0
2026-02-12,17.19764028182813,0
2026-02-13,16.836109226370898,0
2026-02-14,16.93827009125316,0
2026-02-15,15.383457100691677,0
2026-02-16,15.914336863053682,0
2026-02-17,14.077901185434223,0
2026-02-18,15.129292023149421,0
2026-02-19,16.710937013954112,0
2026-02-20,14.961285311303431,0
2026-02-21,15.070382495457403,0
2026-02-22,14.101070993881564,0
2026-02-23,15.062728303038629,0
2026-02-24,15.966974084400443,0
2026-02-25,15.636268925066904,0
2026-02-26,15.78232493432688,0
2026-02-27,14.645294534493958,0
2026-02-28,14.960671033583289,0
2026-03-01,16.119115147367783,0
2026-03-02,15.92020289150532,0
2026-03-03,17.12328593253827,0
2026-03-04,15.92146256713157,0
2026-03-05,16.11037267187679,0
2026-03-06,25.93863553708935,1
2026-03-07,24.452220159824726,1
2026-03-08,26.57986857538092,1
2026-03-09,25.683197920569558,1
2026-03-10,25.571866516748926,1
2026-03-11,27.05845283674894,1
2026-03-12,26.207986806712796,1
2026-03-13,27.23148169848126,1
2026-03-14,26.56517665572043,1
2026-03-15,25.902270081416024,1
2026-03-16,26.072037973804616,1
2026-03-17,27.54584127419617,1
2026-03-18,28.079503506241235,1
2026-03-19,29.662023871856803,1
2026-03-20,28.16466035937742,1
2026-03-21,28.545174112959042,1
2026-03-22,30.096676940997515,1
2026-03-23,30.145703866445366,1
2026-03-24,30.157375818811925,1
2026-03-25,30.0276041638843,1
2026-03-26,31.49686925287626,1
2026-03-27,30.367963016342394,1
2026-03-28,31.32683393178772,1
2026-03-29,28.930130778797032,1
2026-03-30,31.798444426907658,1
2026-03-31,30.541128730335554,1
2026-04-01,31.712803180138227,1
2026-04-02,30.869594253220278,1
2026-04-03,32.61227748115655,1
2026-04-04,32.343599905917934,1
2026-04-05,31.13896227977213,1
2026-04-06,32.91957538789233,1
2026-04-07,31.837307597662186,1
2026-04-08,31.956224884672416,1
2026-04-09,33.27378708652037,1
2026-04-10,32.636266838331395,1
2026-04-11,32.16052903517901,1
2026-04-12,31.357303481224733,1
2026-04-13,30.20248275062681,1
2026-04-14,32.42914299661174,1
2026-04-15,23.21042189661862,0
2026-04-16,22.81133248812245,0
2026-04-17,21.259647948106338,0
2026-04-18,22.482738856346938,0
2026-04-19,24.31260492117307,0
2026-04-20,22.74318965794937,0
2026-04-21,22.673629768746707,0
2026-04-22,20.623402736347302,0
2026-04-23,23.996357833933352,0
2026-04-24,20.358591849083798,0
2026-04-25,21.543076019644285,0
2026-04-26,19.12971350199178,0
2026-04-27,19.392784817241694,0
2026-04-28,20.56497860706083,0
2026-04-29,19.308292120308316,0
2026-04-30,19.35808437011072,0
2026-05-01,20.45576857993215,0
2026-05-02,19.319331595114704,0
2026-05-03,19.721590776610725,0
2026-05-04,18.441797192228176,0
2026-05-05,20.650474965651085,0
2026-05-06,19.059075007305708,0
2026-05-07,17.032373489111617,0
2026-05-08,18.098355522813943,0
2026-05-09,17.97190414460683,0
2026-05-10,17.43540490243789,0
2026-05-11,15.867752277953757,0
2026-05-12,16.961291659838423,0
2026-05-13,15.951949650163945,0
2026-05-14,17.690016423352528,0
2026-05-15,16.71197555131016,0
2026-05-16,17.904814169697474,0
2026-05-17,15.461548919255524,0
2026-05-18,16.425874240429813,0
2026-05-19,17.67501165742141,0
2026-05-20,16.68791004537482,0
2026-05-21,17.327590098803245,0
2026-05-22,15.938881970452032,0
2026-05-23,16.617484557432622,0
2026-05-24,16.9792396842854,0
2026-05-25,15.853709686778599,0
2026-05-26,15.609987673164778,0
2026-05-27,17.305423592162708,0
2026-05-28,17.46684586987228,0
2026-05-29,17.645890180635035,0
2026-05-30,17.68740838633088,0
2026-05-31,17.022947184548606,0
2026-06-01,15.429277775433555,0
2026-06-02,18.144188069537957,0
2026-06-03,17.627568988225956,0
2026-06-04,18.69470003820357,0
2026-06-05,17.489205393548318,0
2026-06-06,18.798373962783117,0
2026-06-07,17.163636619884276,0
2026-06-08,19.71014585190445,0
2026-06-09,19.750719651472966,0
2026-06-10,19.53777995700319,0
2026-06-11,19.941189037017164,0
2026-06-12,21.132552634677825,0
2026-06-13,20.853393134393873,0
2026-06-14,21.663668909210756,0
2026-06-15,20.424754908402402,0
2026-06-16,21.575563719142348,0
2026-06-17,19.71067261432479,0
2026-06-18,23.290335161735523,0
2026-06-19,22.19696363546295,0
2026-06-20,21.37603509085996,0
2026-06-21,22.522803498148406,0
2026-06-22,21.244548431854007,0
2026-06-23,23.279960394490907,0
2026-06-24,23.075800494482227,0
2026-06-25,24.22983321912737,0
2026-06-26,26.536032892834527,0
2026-06-27,26.11858200525365,0
2026-06-28,25.84496126118196,0
2026-06-29,26.67221766157011,0
2026-06-30,25.491234175920482,0
2026-07-01,27.086837784015167,0
2026-07-02,25.19999365424386,0
2026-07-03,26.98315665376421,0
2026-07-04,32.72402808278267,1
2026-07-05,34.00365269577182,1
2026-07-06,33.93720828190476,1
2026-07-07,33.13384700502911,1
2026-07-08,34.110289867822836,1
2026-07-09,32.99761509040674,1
2026-07-10,32.47529088022453,1
2026-07-11,34.010245825303954,1
2026-07-12,34.022946947804044,1
2026-07-13,33.44219253562043,1
2026-07-14,31.397487065972097,1
2026-07-15,32.757880954717024,1
2026-07-16,33.00437236807883,1
2026-07-17,33.63479821642946,1
2026-07-18,32.846362003994564,1
2026-07-19,31.265585539161965,1
2026-07-20,31.855928215687058,1
2026-07-21,31.556376425562593,1
2026-07-22,30.85991513148392,1
2026-07-23,31.636023543636423,1
2026-07-24,32.74931168011149,1
2026-07-25,31.04111577467324,1
2026-07-26,32.90926538347089,1
2026-07-27,30.16792222976555,1
2026-07-28,32.15169564486418,1
2026-07-29,30.37384331666131,1
2026-07-30,30.352208076891724,1
2026-07-31,29.056928869315318,1
2026-08-01,29.371941276254645,1
2026-08-02,26.926500105024335,1
2026-08-03,29.33505147149729,1
2026-08-04,29.00171151080751,1
2026-08-05,27.833651845065656,1
2026-08-06,28.127510993223904,1
2026-08-07,27.701618555373948,1
2026-08-08,28.435723657665253,1
2026-08-09,26.52031297300942,1
2026-08-10,24.7839389790385,1
2026-08-11,25.818230079260143,1
2026-08-12,25.93881408200848,1
2026-08-13,18.064708973744537,0
2026-08-14,17.770461812110394,0
2026-08-15,17.628865533366003,0
2026-08-16,20.627577124528983,0
2026-08-17,16.53764696738521,0
2026-08-18,19.52149185722232,0
2026-08-19,18.181732787477976,0
2026-08-20,18.605331391800007,0
2026-08-21,17.413674573838552,0
2026-08-22,18.393473727976144,0
2026-08-23,17.8871203361886,0
2026-08-24,18.866781885600325,0
2026-08-25,20.14895509937176,0
2026-08-26,17.6360628862873,0
2026-08-27,18.30164319878613,0
2026-08-28,19.187207019709312,0
2026-08-29,17.85242984869311,0
2026-08-30,19.861950937365147,0
2026-08-31,19.647499581401362,0
2026-09-01,17.80628291746986,0
2026-09-02,19.07755025380382,0
2026-09-03,20.271752064341605,0
2026-09-04,19.24327507340734,0
2026-09-05,20.369959817832466,0
2026-09-06,21.900920004248803,0
2026-09-07,22.333740354151413,0
2026-09-08,20.699267467534238,0
2026-09-09,22.652807048033466,0
2026-09-10,21.75298545866614,0
2026-09-11,22.523413230246174,0
2026-09-12,23.39045755517432,0
2026-09-13,21.801598383275,0
2026-09-14,22.659791536859725,0
2026-09-15,24.088052033392284,0
2026-09-16,24.02018903797536,0
2026-09-17,23.963225111208114,0
2026-09-18,24.900730845190196,0
2026-09-19,24.729552418490744,0
2026-09-20,24.963087169402087,0
2026-09-21,24.441569448305163,0
2026-09-22,26.797370328089315,0
2026-09-23,25.8016084289791,0
2026-09-24,24.215185965027555,0
2026-09-25,26.16916235243189,0
2026-09-26,25.65032794906485,0
2026-09-27,25.4432914776614,0
2026-09-28,27.674852380287998,0
2026-09-29,25.626942772589885,0
2026-09-30,25.975043823054925,0
2026-10-01,27.704070197507818,0
2026-10-02,27.116386598859787,0
2026-10-03,26.62172239032404,0
2026-10-04,29.71993253781484,0
2026-10-05,26.401290761973378,0
2026-10-06,25.832439695883615,0
2026-10-07,27.327477271650025,0
2026-10-08,27.543928743862054,0
2026-10-09,28.080398164979925,0
2026-10-10,24.278214487906713,0
2026-10-11,25.77714169361286,0
2026-10-12,24.530309318433115,0
2026-10-13,25.50019915201331,0
2026-10-14,26.26139188403426,0
2026-10-15,24.92767529873465,0
2026-10-16,25.306752080361555,0
2026-10-17,25.186725413524915,0
2026-10-18,26.552978552437278,0
2026-10-19,23.974878246524717,0
2026-10-20,25.372426022476336,0
2026-10-21,22.136400167014322,0
2026-10-22,23.866800199407002,0
2026-10-23,23.671513401602954,0
2026-10-24,24.7156445092512,0
2026-10-25,23.952665076651684,0
2026-10-26,24.339277587675078,0
2026-10-27,22.148881386759484,0
2026-10-28,22.727920428388128,0
2026-10-29,22.622948159407414,0
2026-10-30,23.342529312910763,0
2026-10-31,23.47154707511135,0
2026-11-01,28.478140286197448,1
2026-11-02,28.943043943226936,1
2026-11-03,29.093394463032237,1
2026-11-04,31.076078274240903,1
2026-11-05,30.369462036452525,1
2026-11-06,28.957877166723666,1
2026-11-07,28.249713563487614,1
2026-11-08,28.44117973166722,1
2026-11-09,28.559226488534804,1
2026-11-10,28.543019910907503,1
2026-11-11,26.59159073332404,1
2026-11-12,27.71614693299686,1
2026-11-13,27.290172958848625,1
2026-11-14,26.51458920660051,1
2026-11-15,27.195305481740014,1
2026-11-16,26.9125594278648,1
2026-11-17,28.900107026803184,1
2026-11-18,27.309607153391315,1
2026-11-19,26.70677987382058,1
2026-11-20,27.73905281419186,1
2026-11-21,29.367065859422258,1
2026-11-22,27.834760939146612,1
2026-11-23,28.072101827680502,1
2026-11-24,27.574847633628956,1
2026-11-25,27.971089291097957,1
2026-11-26,28.802287614204587,1
2026-11-27,28.53307174228152,1
2026-11-28,27.919834163943445,1
2026-11-29,27.535486325929732,1
2026-11-30,27.24323659936808,1
2026-12-01,27.739525949011572,1
2026-12-02,30.784376205100124,1
2026-12-03,29.6367372514536,1
2026-12-04,30.38919690888929,1
2026-12-05,31.54393636580313,1
2026-12-06,30.152789036972326,1
2026-12-07,31.212675945265726,1
2026-12-08,29.89907985202399,1
2026-12-09,31.91836263661292,1
2026-12-10,30.781574089556035,1
