recipe_id,recipe_name,calories,protein,fat,carbs,protein_proportion,fat_proportion,carbs_proportion,quality_list,vegan,vegetarian,gluten_free,sugar_free,pork_free,alcohol_free,dairy_free,nut_free,fish_free,shellfish_free,kosher,pescatarian,inactive_time_in_minutes,active_time_in_minutes,protein_g_per_unit,fat_g_per_unit,carbs_g_per_unit
338,prospector,211.8254991216000200,0.0565999993200000,0.0849000009600000,13.1156350579500000,0.00426939901203336100,0.00640409866740357800,0.98932650232056300000,"vegan vegetarian gluten_free  pork_free  dairy_free nut_free fish_free shellfish_free kosher ",1,1,1,0,1,0,1,1,1,1,1,1,0,2,0.05659999932000000000,0.08490000096000000000,13.11563505795000000000
339,fort%20washington%20flip,246.8447479381348000,5.5915433675019655,4.2987941964403570,12.8524248918934560,0.24586034253139633000,0.18901811971119142000,0.56512153775741210000," vegetarian gluten_free  pork_free  dairy_free nut_free fish_free shellfish_free kosher ",0,1,1,0,1,0,1,1,1,1,1,1,0,2,5.59154336750196550000,4.29879419644035700000,12.85242489189345600000
340,pisco%20sour,224.6434716255076600,3.8871216181302950,0.1227447993078841,31.0158818490078940,0.11097897434083015000,0.00350441619045926400,0.88551660946871060000," vegetarian gluten_free  pork_free  dairy_free nut_free fish_free shellfish_free kosher ",0,1,1,0,1,0,1,1,1,1,1,1,0,3,3.88712161813029500000,0.12274479930788412000,31.01588184900789400000
341,scorpion,253.5679965396000200,0.5730749922100000,0.2150799998240000,10.7525848520900010,0.04965669445376006000,0.01863658679850656000,0.93170671874773340000,"vegan vegetarian gluten_free  pork_free  dairy_free  fish_free shellfish_free kosher ",1,1,1,0,1,0,1,0,1,1,1,1,0,3,0.57307499221000000000,0.21507999982400000000,10.75258485209000100000
342,honeymoon,222.1549981468000000,0.0919750006300000,0.0764100014880000,9.5356850354100010,0.00947798194719435000,0.00787401587091848300,0.98264800218188710000,"vegan vegetarian gluten_free  pork_free  dairy_free nut_free fish_free shellfish_free kosher ",1,1,1,0,1,0,1,1,1,1,1,1,0,3,0.09197500063000000000,0.07641000148800000000,9.53568503541000100000
343,diamondback,219.2542489992000000,0.0212250002400000,0.0636750007200000,6.8344500772800000,0.00306748466257668700,0.00920245398773006200,0.98773006134969320000,"vegan vegetarian gluten_free  pork_free  dairy_free nut_free fish_free shellfish_free kosher ",1,1,1,0,1,0,1,1,1,1,1,1,0,2,0.02122500024000000000,0.06367500072000000000,6.83445007728000000000
344,japanese%20cocktail,205.2585896305615400,1.4704923989704420,0.2945771999113261,18.0030877220323400,0.07438692312584469000,0.01490160135460235300,0.91071147551955290000,"vegan vegetarian gluten_free  pork_free  dairy_free  fish_free shellfish_free kosher ",1,1,1,0,1,0,1,0,1,1,1,1,0,3,1.47049239897044200000,0.29457719991132614000,18.00308772203234000000
345,highball%20cocktail,130.7459985216000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,"vegan vegetarian gluten_free sugar_free pork_free  dairy_free nut_free fish_free shellfish_free kosher ",1,1,1,1,1,0,1,1,1,1,1,1,0,1,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
346,smoked%20whiskey%20cooler,164.2498618152538400,1.5963808009301472,0.3581124019864420,21.4222875178874470,0.06828916350785020000,0.01531914964098293800,0.91639168685116690000,"vegan vegetarian gluten_free  pork_free  dairy_free nut_free fish_free shellfish_free kosher ",1,1,1,0,1,0,1,1,1,1,1,1,0,3,1.59638080093014720000,0.35811240198644200000,21.42228751788744700000
347,pumpkin%20bourbon%20milkshake,1267.3191671268046000,9.5413383426097020,58.8049658369648400,116.2521234639993300,0.05168699682010454600,0.31855615775073975000,0.62975684542915570000," vegetarian gluten_free  pork_free   nut_free fish_free shellfish_free kosher ",0,1,1,0,1,0,0,1,1,1,1,1,60,18,2.38533458565242550000,14.70124145924121000000,29.06303086599983000000
348,moon%20river,174.3279982692000000,0.3679000078800000,0.0353750009250000,6.9165200617530000,0.05026097101540226400,0.00483278569741479100,0.94490624328718300000,"vegan vegetarian gluten_free  pork_free  dairy_free nut_free fish_free shellfish_free kosher ",1,1,1,0,1,0,1,1,1,1,1,1,0,2,0.36790000788000005000,0.03537500092500000000,6.91652006175300000000
349,up%20to%20date,211.9407253217077000,0.0156115994802947,0.0043847999408841,1.4392026594298948,0.01069874557936377300,0.00300493610812534650,0.98629631831251090000,"vegan vegetarian gluten_free  pork_free  dairy_free nut_free fish_free shellfish_free kosher ",1,1,1,0,1,0,1,1,1,1,1,1,0,2,0.01561159948029470400,0.00438479994088411400,1.43920265942989480000
350,scotch%20and%20cranberry%20punch,1980.3814361709970000,2.8980131919805894,0.8577696043541431,159.9250104035272000,0.01770527338807540600,0.00524050249015329600,0.97705422412177130000,"vegan vegetarian gluten_free  pork_free  dairy_free nut_free fish_free shellfish_free kosher ",1,1,1,0,1,0,1,1,1,1,1,1,720,20,0.24150109933171580000,0.07148080036284525000,13.32708420029393400000
351,maloney,304.3794948912000000,1.5814999950000000,0.1920000000000000,33.6856746577500000,0.04460058674482849000,0.00541467763647199400,0.94998473561869940000,"vegan vegetarian gluten_free  pork_free  dairy_free nut_free fish_free shellfish_free kosher ",1,1,1,0,1,0,1,1,1,1,1,1,0,2,1.58149999500000000000,0.19200000000000000000,33.68567465775000000000
352,admiral%20schley%20punch,225.2909990021624400,1.9764000000000000,0.4100400000000000,28.3540734574848400,0.06429300547414171000,0.01333874922314160500,0.92236824530271670000,"vegan vegetarian gluten_free  pork_free  dairy_free nut_free fish_free shellfish_free kosher ",1,1,1,0,1,0,1,1,1,1,1,1,0,4,1.97640000000000000000,0.41003999999999996000,28.35407345748484000000
353,vasco%20da%20gama,1120.5831603874556000,12.4207500364992020,6.7606867180225060,241.8485908226606700,0.04758360619192207000,0.02590003449324802500,0.92651635931483000000,"vegan vegetarian gluten_free  pork_free  dairy_free nut_free fish_free shellfish_free kosher ",1,1,1,0,1,0,1,1,1,1,1,1,30,25,6.21037501824960100000,3.38034335901125300000,120.92429541133033000000
354,moto%20guzzi,165.9794964912000000,0.0848999970000000,0.0000000000000000,5.8114047946500000,0.01439884809215263000,0.00000000000000000000,0.98560115190784740000,"vegan vegetarian gluten_free  pork_free  dairy_free nut_free fish_free shellfish_free kosher ",1,1,1,0,1,0,1,1,1,1,1,1,0,3,0.08489999700000000000,0.00000000000000000000,5.81140479465000000000
355,buena%20vista%20fizz,205.9987471654348000,1.6584333954959665,0.2205191701913568,18.2578845558489570,0.08235818691319093000,0.01095103311708829800,0.90669077996972070000," vegetarian gluten_free  pork_free  dairy_free nut_free fish_free shellfish_free kosher ",0,1,1,0,1,0,1,1,1,1,1,1,720,16,1.65843339549596650000,0.22051917019135680000,18.25788455584895700000
356,millionaire,397.8582451503110600,3.7314250213600000,0.0900600013650000,16.4964198251630000,0.18365205710410015000,0.00443254371153143500,0.81191539918436840000," vegetarian gluten_free  pork_free  dairy_free nut_free fish_free shellfish_free kosher ",0,1,1,0,1,0,1,1,1,1,1,1,0,3,1.86571251068000000000,0.04503000068250000000,8.24820991258150000000
357,bourbon%20renewal,226.8113620816538400,0.1139308030901474,0.1408624016664420,19.6760024225074480,0.00571631987105910700,0.00706757543957509700,0.98721610468936580000,"vegan vegetarian gluten_free  pork_free  dairy_free nut_free fish_free shellfish_free kosher ",1,1,1,0,1,0,1,1,1,1,1,1,0,3,0.11393080309014736000,0.14086240166644204000,19.67600242250744800000
358,blur,394.9265003454600000,0.4641200003556000,0.1570650017550000,28.9409950237080000,0.01569978939138634000,0.00531303853835626400,0.97898717207025740000,"vegan vegetarian gluten_free  pork_free  dairy_free nut_free fish_free shellfish_free kosher ",1,1,1,0,1,0,1,1,1,1,1,1,0,3,0.23206000017779999000,0.07853250087750000000,14.47049751185400000000
359,salty%20perro,1473.1909117572309000,12.5818463999211800,1.3275391997635364,229.2221407746196000,0.05174913590001181000,0.00546016890347560900,0.94279069519651260000,"vegan vegetarian gluten_free  pork_free  dairy_free nut_free fish_free shellfish_free kosher ",1,1,1,0,1,0,1,1,1,1,1,1,0,4,3.14546159998029500000,0.33188479994088410000,57.30553519365490000000
360,stay%20up%20late,195.4822469621999800,0.0742875022050000,0.0933900003120000,17.7632020827300000,0.00414299264304477100,0.00520833347120564700,0.99064867388574950000,"vegan vegetarian gluten_free  pork_free  dairy_free nut_free fish_free shellfish_free kosher ",1,1,1,0,1,0,1,1,1,1,1,1,0,2,0.07428750220500001000,0.09339000031200000000,17.76320208273000000000
361,seelbach,212.3490946132338300,0.1177711993548629,0.0306935995861888,8.1747813054382630,0.01414967163987822800,0.00368769578614757200,0.98216263257397410000,"vegan vegetarian gluten_free  pork_free  dairy_free nut_free fish_free shellfish_free kosher ",1,1,1,0,1,0,1,1,1,1,1,1,0,3,0.11777119935486294000,0.03069359958618879400,8.17478130543826300000
362,unusual%20negroni,188.5762468079999800,0.8906100000600000,0.1180000004000000,14.7347998636400000,0.05657033690591231000,0.00749519966885177000,0.93593446342523600000,"vegan vegetarian gluten_free  pork_free  dairy_free nut_free fish_free shellfish_free kosher ",1,1,1,0,1,0,1,1,1,1,1,1,0,3,0.89061000006000000000,0.11800000040000000000,14.73479986364000000000
363,ramos%20gin%20fizz,283.3364983710636000,4.5096750136300000,10.3106048571500000,11.6235044491201050,0.17053818617921007000,0.38990655544678676000,0.43955525837400320000," vegetarian gluten_free  pork_free   nut_free fish_free shellfish_free kosher ",0,1,1,0,1,0,0,1,1,1,1,1,0,3,4.50967501363000000000,10.31060485715000000000,11.62350444912010500000
364,averna%20buena,179.5857246363474600,0.2845503519650768,1.0115185799558088,8.3349949863971600,0.02954505902757732800,0.10502667083663784000,0.86542827013578480000,"vegan vegetarian   pork_free   nut_free fish_free shellfish_free kosher ",1,1,0,0,1,0,0,1,1,1,1,1,0,3,0.28455035196507683000,1.01151857995580880000,8.33499498639716000000
365,scotch%20cocktail,155.4205789172154000,0.0099981997105894,0.0158445996817682,4.1420002934072900,0.00239889062231307720,0.00380163056261434260,0.99379947881507260000,"vegan vegetarian   pork_free  dairy_free nut_free fish_free shellfish_free kosher ",1,1,0,0,1,0,1,1,1,1,1,1,0,2,0.00999819971058940800,0.01584459968176822600,4.14200029340729000000
366,brown%20butter%20old%20fashioned,2406.0528732016155000,1.9463239453044205,183.6988068080732400,57.5943679009834300,0.00800167717854949000,0.75521783190774420000,0.23678049091370634000," vegetarian gluten_free  pork_free   nut_free fish_free shellfish_free kosher ",0,1,1,0,1,0,0,1,1,1,1,1,60,16,0.16219366210870170000,15.30823390067277000000,4.79953065841528600000
367,filibuster,161.1807270328077000,3.6784091250682946,0.1199148017993841,11.6622202269258950,0.23792235826096190000,0.00775618248662745000,0.75432145925241060000," vegetarian gluten_free  pork_free  dairy_free nut_free fish_free shellfish_free kosher ",0,1,1,0,1,0,1,1,1,1,1,1,0,3,3.67840912506829460000,0.11991480179938412000,11.66222022692589500000
368,old%20timber,522.0754980912000000,6.4478199990000000,1.7395200000000000,126.5134549315500000,0.04786772047131878000,0.01291395496883945100,0.93921832455984190000,"vegan vegetarian gluten_free  pork_free  dairy_free nut_free fish_free shellfish_free kosher ",1,1,1,0,1,0,1,1,1,1,1,1,0,3,6.44781999900000000000,1.73952000000000000000,126.51345493155000000000
369,tuxedo,198.3698617520538500,0.0007307999901474,0.0021923999704421,0.2353175968274474,0.00306748466257668680,0.00920245398773006200,0.98773006134969330000,"vegan vegetarian   pork_free  dairy_free nut_free fish_free shellfish_free kosher ",1,1,0,0,1,0,1,1,1,1,1,1,0,2,0.00073079999014735220,0.00219239997044205700,0.23531759682744743000
370,sour%20cherry%20americano,247.9989956798500000,1.0915949994450000,0.2979474989575000,24.8033644555299980,0.04167521388003527600,0.01137512149688171100,0.94694966462308300000,"vegan vegetarian gluten_free  pork_free  dairy_free nut_free fish_free shellfish_free kosher ",1,1,1,0,1,0,1,1,1,1,1,1,0,9,1.09159499944500000000,0.29794749895750000000,24.80336445552999800000
371,norwegian%20wood,261.0358612304538000,1.4902557985701472,0.3114174002104421,20.7791700199124460,0.06599646364563008000,0.01379122104495381800,0.92021231530941620000,"vegan vegetarian gluten_free  pork_free   nut_free fish_free shellfish_free kosher ",1,1,1,0,1,0,0,1,1,1,1,1,0,2,1.49025579857014720000,0.31141740021044206000,20.77917001991244600000
372,arancio%20americano,140.6509992662399800,0.2943199933064000,0.0990499988800000,13.9427023981570000,0.02053002979425873300,0.00690914472130587400,0.97256082548443530000,"vegan vegetarian gluten_free  pork_free  dairy_free nut_free fish_free shellfish_free kosher ",1,1,1,0,1,0,1,1,1,1,1,1,0,3,0.29431999330640000000,0.09904999887999999000,13.94270239815700000000
373,chocolate%20mint%20julep,237.9019993280000000,1.9412250002400000,0.5449550007200000,17.5569801123200000,0.09685224232449263000,0.02718907585630317000,0.87595868181920410000,"vegan vegetarian gluten_free  pork_free  dairy_free nut_free fish_free shellfish_free kosher ",1,1,1,0,1,0,1,1,1,1,1,1,0,4,1.94122500024000000000,0.54495500072000000000,17.55698011232000000000
374,sage%20brush,571.9790013245624000,12.3774000382800010,12.4995000041000000,92.3079740119368400,0.10562284713079012000,0.10666479018705355000,0.78771236268215640000,"vegan vegetarian gluten_free  pork_free  dairy_free nut_free fish_free shellfish_free kosher ",1,1,1,0,1,0,1,1,1,1,1,1,0,3,12.37740003828000100000,12.49950000410000000000,92.30797401193684000000
375,apricot%20aviation,162.8091646689116200,0.0628958333613895,0.0169800005040000,3.0984016327663615,0.01978928335292410000,0.00534251671928282800,0.97486819992779300000,"vegan vegetarian gluten_free  pork_free  dairy_free nut_free fish_free shellfish_free kosher ",1,1,1,0,1,0,1,1,1,1,1,1,0,2,0.06289583336138950000,0.01698000050400000000,3.09840163276636150000
376,aviation,170.6368330432108600,0.0997541696306325,0.0683400020305604,5.5251084978181470,0.01752162630102808000,0.01200378872807812900,0.97047458497089380000,"vegan vegetarian gluten_free  pork_free  dairy_free nut_free fish_free shellfish_free kosher ",1,1,1,0,1,0,1,1,1,1,1,1,0,2,0.09975416963063248000,0.06834000203056041000,5.52510849781814700000
377,equinox,1362.9112226029076000,18.3566466043902920,6.2547248005648830,372.7054493591148000,0.04620153400273637600,0.01574241127908096000,0.93805605471818280000,"vegan vegetarian gluten_free  pork_free  dairy_free nut_free fish_free shellfish_free kosher ",1,1,1,0,1,0,1,1,1,1,1,1,750,17,9.17832330219514600000,3.12736240028244160000,186.35272467955740000000
378,champs%20elysees,157.7108520865077000,0.0403741008752947,0.0708898007248841,8.2315564328748940,0.00483938275746591800,0.00849710264428755300,0.98666351459824650000,"vegan vegetarian gluten_free  pork_free  dairy_free nut_free fish_free shellfish_free kosher ",1,1,1,0,1,0,1,1,1,1,1,1,0,2,0.04037410087529471000,0.07088980072488411000,8.23155643287489400000
379,applejack%20rabbit,199.8687481399000000,0.2285224979980000,0.1018800003015000,13.1580849693379990,0.01694204028037145000,0.00755310782961673400,0.97550485189001180000,"vegan vegetarian gluten_free  pork_free  dairy_free nut_free fish_free shellfish_free kosher ",1,1,1,0,1,0,1,1,1,1,1,1,0,2,0.22852249799800000000,0.10188000030149999000,13.15808496933799900000
380,brandy%20sour,122.3151655146802600,0.0660366375079744,0.0594905994765285,6.7571548853565560,0.00959460808071037900,0.00864351983995064000,0.98176187207933900000,"vegan vegetarian gluten_free  pork_free  dairy_free nut_free fish_free shellfish_free kosher ",1,1,1,0,1,0,1,1,1,1,1,1,0,3,0.06603663750797438000,0.05949059947652852000,6.75715488535655600000
381,simple%20sauteed%20green%20beans,895.3053762096166000,34.5648637513256100,19.1233063845109930,167.9386975058292800,0.15595971787685642000,0.08628604730104397000,0.75775423482209960000," vegetarian gluten_free sugar_free pork_free alcohol_free  nut_free fish_free shellfish_free kosher ",0,1,1,1,1,1,0,1,1,1,1,1,0,20,8.64121593783140300000,4.78082659612774800000,41.98467437645732000000
382,between%20the%20sheets,135.1324977836000000,0.0919749999700000,0.0339600010080000,3.8820524263050000,0.02294792626940686500,0.00847308072296558000,0.96857899300762750000,"vegan vegetarian gluten_free  pork_free  dairy_free nut_free fish_free shellfish_free kosher ",1,1,1,0,1,0,1,1,1,1,1,1,0,2,0.09197499997000000000,0.03396000100800000000,3.88205242630500000000
383,enchantress,177.0164963036000000,0.1485749979700000,0.0339600010080000,6.8988323197050000,0.02098111724525428600,0.00479568414964186800,0.97422319860510380000,"vegan vegetarian gluten_free  pork_free  dairy_free nut_free fish_free shellfish_free kosher ",1,1,1,0,1,0,1,1,1,1,1,1,0,2,0.14857499797000000000,0.03396000100800000000,6.89883231970500000000
384,ajitsuke%20tamago%20ramen%20egg,1202.8470024024000000,45.2889002110080000,25.8331501597680000,127.2153500120960000,0.22834271359603370000,0.13024850638305985000,0.64140878002090650000," vegetarian   pork_free  dairy_free nut_free fish_free shellfish_free kosher ",0,1,0,0,1,0,1,1,1,1,1,1,251,10,7.54815003516800000000,4.30552502662800000000,21.20255833534933400000
385,ramen%20chashu%20pork%20belly,7101.3750392704010000,157.2525407056640200,487.6763140663680000,471.6493498862719000,0.14083432763564155000,0.43675965734581660000,0.42240601501854175000,"      dairy_free nut_free fish_free shellfish_free  ",0,0,0,0,0,0,1,1,1,1,0,0,420,16,26.20875678427733700000,81.27938567772800000000,78.60822498104532000000
386,sushi%20rice,2569.0575000000000000,39.0717000000000000,3.1200000000000000,575.3639750000000000,0.06326830370395350000,0.00505217606493536000,0.93167952023111120000,"vegan vegetarian gluten_free  pork_free alcohol_free dairy_free nut_free fish_free shellfish_free kosher ",1,1,1,0,1,1,1,1,1,1,1,1,25,17,8.68260000000000000000,0.69333333333333340000,127.85866111111110000000
387,maki%20sushi,882.9944975179961000,68.4470495215160800,3.8577349730119215,141.6560849303040200,0.31990452135250200000,0.01803009579920971200,0.66206538284828820000,"    pork_free alcohol_free dairy_free nut_free  shellfish_free kosher ",0,0,0,0,1,1,1,1,0,1,1,1,0,13,17.11176238037902000000,0.96443374325298040000,35.41402123257600500000
388,test%20pilot,202.6236108770510000,0.1182107986633607,0.0164474002050822,5.7679174864721510,0.02002698566948399000,0.00278647849377523100,0.97718653583674090000,"vegan vegetarian gluten_free  pork_free  dairy_free  fish_free shellfish_free kosher ",1,1,1,0,1,0,1,0,1,1,1,1,0,3,0.11821079866336072000,0.01644740020508216000,5.76791748647215100000
389,green%20tea%20ice%20cream,2015.7630090487150000,39.9470004361500000,89.7132507310123000,270.6650534782916700,0.09978634868342598000,0.22410087418897082000,0.67611277712760320000," vegetarian gluten_free  pork_free alcohol_free  nut_free fish_free shellfish_free kosher ",0,1,1,0,1,1,0,1,1,1,1,1,285,22,4.99337505451875000000,11.21415634137653700000,33.83313168478646000000
390,brown%20butter%20carrot%20cake,16163.7310810484090000,115.4684429790283700,909.1788092089702000,1961.5763005476801000,0.03866704583226790000,0.30445771830312960000,0.65687523586460250000," vegetarian   pork_free    fish_free shellfish_free kosher ",0,1,0,0,1,0,0,0,1,1,1,1,73,62,7.21677768618927300000,56.82367557556063500000,122.59851878423001000000
391,cream%20cheese%20buttercream,6096.7404564380000000,58.3601206563040000,455.2110993842519500,337.6093557667519500,0.06856373643272104000,0.53479967978886720000,0.39663658377841160000," vegetarian gluten_free  pork_free   nut_free fish_free shellfish_free kosher ",0,1,1,0,1,0,0,1,1,1,1,1,90,26,9.72668677605066600000,75.86851656404200000000,56.26822596112532400000
392,simple%20pasta%20dough,1362.2206589820976000,50.7111040616600800,29.1552100823979540,216.3697722951954500,0.17118476236708913000,0.09841883354874982000,0.73039640408416110000," vegetarian  sugar_free pork_free alcohol_free dairy_free nut_free fish_free shellfish_free kosher ",0,1,0,1,1,1,1,1,1,1,1,1,35,33,50.71110406166008000000,29.15521008239795400000,216.36977229519545000000
393,clarified%20orange%20juice,450.2525485954392000,7.0093412896563300,1.9977061905944824,104.0879594768155400,0.06197746017485324000,0.01766396452279154000,0.92035857530235530000,"vegan vegetarian gluten_free  pork_free alcohol_free dairy_free nut_free fish_free shellfish_free kosher ",1,1,1,0,1,1,1,1,1,1,1,1,10,20,3.50467064482816500000,0.99885309529724120000,52.04397973840777000000
394,sangre%20de%20agave,193.6486452483680700,0.1032950011050000,0.0644116675158873,11.1369899667818150,0.00913735276907060000,0.00569777939145846200,0.98516486783947090000,"vegan vegetarian gluten_free  pork_free  dairy_free nut_free fish_free shellfish_free kosher ",1,1,1,0,1,0,1,1,1,1,1,1,0,4,0.10329500110499999000,0.06441166751588734000,11.13698996678181500000
395,mulled%20wine,1576.9596668344814000,22.0985500047084800,7.0218991843036970,435.8884333562714300,0.04752285565761526000,0.01510057000603615100,0.93737657433634860000,"vegan vegetarian gluten_free  pork_free  dairy_free nut_free fish_free shellfish_free kosher ",1,1,1,0,1,0,1,1,1,1,1,1,155,6,7.36618333490282600000,2.34063306143456600000,145.29614445209050000000
396,stuffing,1828.0350012012000000,61.5410501055040060,118.7415500798840000,140.9116000060480000,0.19160075141090570000,0.36968771543543580000,0.43871153315365850000,"   sugar_free  alcohol_free  nut_free fish_free shellfish_free  ",0,0,0,1,0,1,0,1,1,1,0,0,95,34,5.12842084212533400000,9.89512917332366500000,11.74263333383733300000
397,roast%20duck,259.2400000476837000,0.2906500010848045,0.0150000004470348,70.1894000105917500,0.00412298453628757100,0.00021278090368692790,0.99566423456002540000,"  gluten_free  pork_free alcohol_free dairy_free nut_free fish_free shellfish_free kosher ",0,0,1,0,1,1,1,1,1,1,1,0,185,15,0.07266250027120114000,0.00375000011175870900,17.54735000264794000000
398,sweet%20potato%20casserole,4069.3539463360003000,69.6403940203200000,114.5911049688000100,747.3330474451200000,0.07475638085077767000,0.12300930236924715000,0.80223431677997510000,"  gluten_free  pork_free alcohol_free  nut_free fish_free shellfish_free  ",0,0,1,0,1,1,0,1,1,1,0,0,155,30,11.60673233672000000000,19.09851749480000300000,124.55550790752000000000
399,butternut%20squash%20soup,2326.7487573391177000,77.9971893284548500,67.5504308558859000,397.6343068945804000,0.14359312311420538000,0.12436060091165593000,0.73204627597413870000,"  gluten_free sugar_free pork_free alcohol_free  nut_free fish_free shellfish_free  ",0,0,1,1,1,1,0,1,1,1,0,0,60,19,12.99953155474247500000,11.25840514264765200000,66.27238448243007000000
400,roasted%20poblano%20soup,1774.9589588593426000,68.9351583544934500,66.6870145920825500,244.3229438676089000,0.18143451594406654000,0.17551749355603996000,0.64304799049989360000,"   sugar_free pork_free alcohol_free  nut_free fish_free shellfish_free  ",0,0,0,1,1,1,0,1,1,1,0,0,43,13,17.23378958862336300000,16.67175364802063700000,61.08073596690222500000
401,torta%20caprese,5635.6264971474530000,70.9904053445190900,347.8012849697951000,591.9294255642897000,0.07023738223061488000,0.34411202012679526000,0.58565059764258990000," vegetarian gluten_free  pork_free    fish_free shellfish_free kosher ",0,1,1,0,1,0,0,0,1,1,1,1,70,14,5.91586711204325800000,28.98344041414959400000,49.32745213035747000000
403,whole%20roast%20cauliflower,480.0600000000000000,0.2227500000000000,54.0592500000000000,0.4747500000000000,0.00406799161747181840,0.98726184443013880000,0.00867016395238943300,"vegan vegetarian gluten_free sugar_free pork_free alcohol_free dairy_free nut_free fish_free shellfish_free kosher ",1,1,1,1,1,1,1,1,1,1,1,1,90,16,0.05568750000000000000,13.51481250000000000000,0.11868750000000000000
404,beet%20salad,1934.2651206914593000,50.9279384583562200,155.8728934075398300,105.9494206171669400,0.16283900030141216000,0.49839414091594103000,0.33876685878264684000," vegetarian gluten_free  pork_free alcohol_free   fish_free shellfish_free kosher ",0,1,1,0,1,1,0,0,1,1,1,1,60,12,12.73198461458905600000,38.96822335188496000000,26.48735515429173400000
407,el%20derby%20ahumado,244.6291657815493200,5.3476500038858690,1.1290500027093457,15.5017835679669740,0.24331296496156896000,0.05137069620290381000,0.70531633883552710000,"vegan vegetarian gluten_free  pork_free  dairy_free nut_free fish_free shellfish_free kosher ",1,1,1,0,1,0,1,1,1,1,1,1,0,5,5.34765000388586900000,1.12905000270934570000,15.50178356796697400000
408,dark%20and%20stormy%20julep,520.9899563764299000,12.1665729050238200,4.0840993702077300,85.7112482282422800,0.11932467380907469000,0.04005514362657170000,0.84062018256435360000,"vegan vegetarian gluten_free  pork_free  dairy_free nut_free fish_free shellfish_free kosher ",1,1,1,0,1,0,1,1,1,1,1,1,0,5,12.16657290502382000000,4.08409937020773000000,85.71124822824228000000
410,the%20bad%20word,153.6689990410500000,0.1528199996850000,0.0785325008775000,11.5272974935500000,0.01299638987141519200,0.00667870043898073700,0.98032490968960420000,"vegan vegetarian gluten_free  pork_free  dairy_free nut_free fish_free shellfish_free kosher ",1,1,1,0,1,0,1,1,1,1,1,1,0,3,0.15281999968499999000,0.07853250087750000000,11.52729749355000000000
411,wake%20me%20up%20before%20you%20go%20go,584.2703662640000000,5.2774799361600010,41.1731844227200000,42.9779484226000000,0.05901332663020942400,0.46040280780522920000,0.48058386556456140000," vegetarian gluten_free  pork_free   nut_free fish_free shellfish_free kosher ",0,1,1,0,1,0,0,1,1,1,1,1,0,5,5.27747993616000100000,41.17318442272000000000,42.97794842260000000000
412,silver%20daisy,236.5617224807576800,0.2321065959252947,0.0333922996983841,16.2330272571698940,0.01406832305963243900,0.00202395652733684000,0.98390772041303070000,"vegan vegetarian gluten_free  pork_free  dairy_free nut_free fish_free shellfish_free kosher ",1,1,1,0,1,0,1,1,1,1,1,1,0,2,0.23210659592529470000,0.03339229969838411500,16.23302725716989400000
413,palpable%20apathy,253.1118627056538300,1.5256307983101474,0.3750924009304420,32.7139876096874500,0.04407463655356171000,0.01083621362607761400,0.94508914982036070000,"vegan vegetarian   pork_free  dairy_free nut_free fish_free shellfish_free kosher ",1,1,0,0,1,0,1,1,1,1,1,1,0,3,1.52563079831014740000,0.37509240093044205000,32.71398760968745000000
414,shagbark%27s%20sangaree,136.7799958516696000,0.1967916651519324,0.2740683398537136,19.8781994565889130,0.00967079906190965400,0.01346835416992965600,0.97686084676816070000,"vegan vegetarian gluten_free  pork_free  dairy_free nut_free fish_free shellfish_free kosher ",1,1,1,0,1,0,1,1,1,1,1,1,0,2,0.19679166515193244000,0.27406833985371360000,19.87819945658891300000
415,midnight%20stroll,336.0623644736538000,1.4831808004701472,0.3215424014104420,44.1019178214674500,0.03230863263804912000,0.00700426766678281000,0.96068709969516810000,"vegan vegetarian gluten_free  pork_free  dairy_free nut_free fish_free shellfish_free kosher ",1,1,1,0,1,0,1,1,1,1,1,1,0,6,1.48318080047014720000,0.32154240141044205000,44.10191782146745000000
416,mela%20d%27alba,334.3459977920000000,1.5248999983200000,0.3729000009600000,32.4786700128600000,0.04435883026330171600,0.01084753614400521200,0.94479363359269300000,"vegan vegetarian gluten_free  pork_free  dairy_free nut_free fish_free shellfish_free kosher ",1,1,1,0,1,0,1,1,1,1,1,1,0,2,1.52489999832000000000,0.37290000096000000000,32.47867001286000000000
417,drunk%20uncle,204.9194966232000000,0.8990999997600000,0.1180000004000000,15.7352048282899980,0.05367022681160160000,0.00704380690348970500,0.93928596628490880000,"vegan vegetarian gluten_free  pork_free  dairy_free nut_free fish_free shellfish_free kosher ",1,1,1,0,1,0,1,1,1,1,1,1,0,2,0.89909999976000000000,0.11800000040000000000,15.73520482828999800000
418,timekiller,223.3104967102999600,1.8739299938700000,0.2307049996250000,28.6228347602800000,0.06098549632905520000,0.00750810273262597300,0.93150640093831880000,"vegan vegetarian gluten_free  pork_free  dairy_free nut_free fish_free shellfish_free kosher ",1,1,1,0,1,0,1,1,1,1,1,1,0,2,1.87392999387000000000,0.23070499962500002000,28.62283476028000000000
